step,id,x,y
2400,2,322.05,372.731
2400,3,-94.5915,216.217
2410,0,-194.299,-112.396
2410,1,164.514,-167.433
2410,2,323.339,374.215
2410,3,-95.1158,217.147
2420,0,-195.209,-112.945
2420,1,165.262,-168.284
2420,2,324.627,375.698
2420,3,-95.6401,218.077
2430,0,-196.119,-113.493
2430,1,166.011,-169.135
2430,2,325.916,377.182
2430,3,-96.1645,219.007
2440,0,-197.03,-114.042
2440,1,166.76,-169.986
2440,2,327.205,378.666
2440,3,-96.689,219.938
2450,0,-197.941,-114.591
2450,1,167.51,-170.837
2450,2,328.494,380.15
2450,3,-97.2135,220.869
2460,0,-198.851,-115.14
2460,1,168.259,-171.688
2460,2,329.783,381.634
2460,3,-97.738,221.8
2470,0,-199.762,-115.689
2470,1,169.008,-172.54
2470,2,331.072,383.118
2470,3,-98.2627,222.731
2480,0,-200.674,-116.238
2480,1,169.758,-173.391
2480,2,332.361,384.602
2480,3,-98.7873,223.662
2490,0,-201.585,-116.787
2490,1,170.508,-174.243
2490,2,333.65,386.086
2490,3,-99.3121,224.594
2500,0,-202.496,-117.336
2500,1,171.258,-175.094
2500,2,334.939,387.571
2500,3,-99.8368,225.525
2510,0,-203.408,-117.885
2510,1,172.008,-175.946
2510,2,336.229,389.055
2510,3,-100.362,226.457
2520,0,-204.32,-118.434
2520,1,172.758,-176.798
2520,2,337.518,390.54
2520,3,-100.887,227.389
2530,0,-205.232,-118.984
2530,1,173.508,-177.65
2530,2,338.808,392.024
2530,3,-101.411,228.321
2540,0,-206.144,-119.533
2540,1,174.259,-178.502
2540,2,340.098,393.509
2540,3,-101.936,229.254
2550,0,-207.056,-120.083
2550,1,175.01,-179.354
2550,2,341.388,394.994
2550,3,-102.461,230.187
2560,0,-207.969,-120.633
2560,1,175.76,-180.206
2560,2,342.677,396.479
2560,3,-102.987,231.119
2570,0,-208.881,-121.182
2570,1,176.511,-181.059
2570,2,343.967,397.964
2570,3,-103.512,232.052
2580,0,-209.794,-121.732
2580,1,177.262,-181.911
2580,2,345.257,399.449
2580,3,-104.037,232.985
2590,0,-210.707,-122.282
2590,1,178.014,-182.764
2590,2,346.548,400.934
2590,3,-104.562,233.919
2600,0,-211.62,-122.832
2600,1,178.765,-183.616
2600,2,347.838,402.419
2600,3,-105.087,234.852
2610,0,-212.533,-123.382
2610,1,179.517,-184.469
2610,2,349.128,403.905
2610,3,-105.613,235.786
2620,0,-213.447,-123.932
2620,1,180.268,-185.322
2620,2,350.418,405.39
2620,3,-106.138,236.72
2630,0,-214.36,-124.482
2630,1,181.02,-186.174
2630,2,351.709,406.876
2630,3,-106.663,237.654
2640,0,-215.274,-125.032
2640,1,181.772,-187.027
2640,2,352.999,408.361
2640,3,-107.189,238.588
2650,0,-216.187,-125.583
2650,1,182.524,-187.88
2650,2,354.29,409.847
2650,3,-107.714,239.522
2660,0,-217.101,-126.133
2660,1,183.276,-188.733
2660,2,355.581,411.333
2660,3,-108.24,240.456
2670,0,-218.015,-126.684
2670,1,184.028,-189.587
2670,2,356.871,412.819
2670,3,-108.766,241.391
2680,0,-218.93,-127.234
2680,1,184.781,-190.44
2680,2,358.162,414.304
2680,3,-109.291,242.326
2690,0,-219.844,-127.785
2690,1,185.533,-191.293
2690,2,359.453,415.79
2690,3,-109.817,243.261
2700,0,-220.758,-128.335
2700,1,186.286,-192.147
2700,2,360.744,417.277
2700,3,-110.343,244.196
2710,0,-221.673,-128.886
2710,1,187.039,-193
2710,2,362.035,418.763
2710,3,-110.868,245.131
2720,0,-222.588,-129.437
2720,1,187.792,-193.854
2720,2,363.326,420.249
2720,3,-111.394,246.066
2730,0,-223.502,-129.988
2730,1,188.545,-194.707
2730,2,364.618,421.735
2730,3,-111.92,247.002
2740,0,-224.417,-130.539
2740,1,189.298,-195.561
2740,2,365.909,423.221
2740,3,-112.446,247.938
2750,0,-225.332,-131.09
2750,1,190.051,-196.415
2750,2,367.2,424.708
2750,3,-112.972,248.874
2760,0,-226.248,-131.641
2760,1,190.805,-197.269
2760,2,368.492,426.194
2760,3,-113.498,249.81
2770,0,-227.163,-132.192
2770,1,191.558,-198.123
2770,2,369.783,427.681
2770,3,-114.024,250.746
2780,0,-228.079,-132.743
2780,1,192.312,-198.977
2780,2,371.075,429.168
2780,3,-114.55,251.682
2790,0,-228.994,-133.295
2790,1,193.066,-199.831
2790,2,372.366,430.654
2790,3,-115.076,252.618
2800,0,-229.91,-133.846
2800,1,193.82,-200.685
2800,2,373.658,432.141
2800,3,-115.602,253.555
2810,0,-230.826,-134.397
2810,1,194.574,-201.539
2810,2,374.95,433.628
2810,3,-116.128,254.492
2820,0,-231.742,-134.949
2820,1,195.328,-202.394
2820,2,376.242,435.115
2820,3,-116.655,255.429
2830,0,-232.658,-135.5
2830,1,196.082,-203.248
2830,2,377.534,436.602
2830,3,-117.181,256.366
2840,0,-233.574,-136.052
2840,1,196.836,-204.103
2840,2,378.826,438.089
2840,3,-117.707,257.303
2850,0,-234.49,-136.604
2850,1,197.591,-204.957
2850,2,380.118,439.576
2850,3,-118.234,258.24
2860,0,-235.407,-137.155
2860,1,198.345,-205.812
2860,2,381.41,441.063
2860,3,-118.76,259.177
2870,0,-236.324,-137.707
2870,1,199.1,-206.667
2870,2,382.702,442.551
2870,3,-119.286,260.115
2880,0,-237.24,-138.259
2880,1,199.855,-207.521
2880,2,383.994,444.038
2880,3,-119.813,261.053
2890,0,-238.157,-138.811
2890,1,200.61,-208.376
2890,2,385.287,445.526
2890,3,-120.339,261.991
2900,0,-239.074,-139.363
2900,1,201.365,-209.231
2900,2,386.579,447.013
2900,3,-120.866,262.928
2910,0,-239.991,-139.915
2910,1,202.12,-210.086
2910,2,387.872,448.501
2910,3,-121.393,263.867
2920,0,-240.908,-140.467
2920,1,202.875,-210.941
2920,2,389.164,449.988
2920,3,-121.919,264.805
2930,0,-241.825,-141.019
2930,1,203.63,-211.796
2930,2,390.457,451.476
2930,3,-122.446,265.743
2940,0,-242.743,-141.571
2940,1,204.386,-212.651
2940,2,391.749,452.964
2940,3,-122.973,266.682
2950,0,-243.66,-142.123
2950,1,205.141,-213.507
2950,2,393.042,454.451
2950,3,-123.499,267.62
2960,0,-244.578,-142.676
2960,1,205.897,-214.362
2960,2,394.335,455.939
2960,3,-124.026,268.559
2970,0,-245.496,-143.228
2970,1,206.653,-215.217
2970,2,395.628,457.427
2970,3,-124.553,269.498
2980,0,-246.414,-143.78
2980,1,207.408,-216.073
2980,2,396.921,458.915
2980,3,-125.08,270.437
2990,0,-247.331,-144.333
2990,1,208.164,-216.928
2990,2,398.214,460.403
2990,3,-125.607,271.376
3000,0,-248.249,-144.886
3000,1,208.92,-217.784
3000,2,399.507,461.891
3000,3,-126.134,272.315
3010,0,-249.168,-145.438
3010,1,209.676,-218.64
3010,2,400.8,463.38
3010,3,-126.661,273.255
3020,0,-250.086,-145.991
3020,1,210.433,-219.495
3020,2,402.093,464.868
3020,3,-127.188,274.194
3030,0,-251.004,-146.543
3030,1,211.189,-220.351
3030,2,403.386,466.356
3030,3,-127.715,275.134
3040,0,-251.923,-147.096
3040,1,211.945,-221.207
3040,2,404.679,467.845
3040,3,-128.242,276.073
3050,0,-252.841,-147.649
3050,1,212.702,-222.063
3050,2,405.973,469.333
3050,3,-128.769,277.013
3060,0,-253.76,-148.202
3060,1,213.459,-222.919
3060,2,407.266,470.821
3060,3,-129.296,277.953
3070,0,-254.679,-148.755
3070,1,214.215,-223.775
3070,2,408.559,472.31
3070,3,-129.823,278.893
3080,0,-255.598,-149.308
3080,1,214.972,-224.631
3080,2,409.853,473.799
3080,3,-130.35,279.834
3090,0,-256.517,-149.861
3090,1,215.729,-225.487
3090,2,411.147,475.287
3090,3,-130.877,280.774
3100,0,-257.436,-150.414
3100,1,216.486,-226.343
3100,2,412.44,476.776
3100,3,-131.405,281.714
3110,0,-258.355,-150.967
3110,1,217.243,-227.199
3110,2,413.734,478.265
3110,3,-131.932,282.655
3120,0,-259.274,-151.52
3120,1,218,-228.056
3120,2,415.028,479.754
3120,3,-132.459,283.595
3130,0,-260.193,-152.073
3130,1,218.757,-228.912
3130,2,416.321,481.242
3130,3,-132.987,284.536
3140,0,-261.113,-152.627
3140,1,219.515,-229.768
3140,2,417.615,482.731
3140,3,-133.514,285.477
3150,0,-262.033,-153.18
3150,1,220.272,-230.625
3150,2,418.909,484.22
3150,3,-134.042,286.418
3160,0,-262.952,-153.733
3160,1,221.03,-231.481
3160,2,420.203,485.709
3160,3,-134.569,287.359
3170,0,-263.872,-154.287
3170,1,221.787,-232.338
3170,2,421.497,487.199
3170,3,-135.097,288.3
3180,0,-264.792,-154.84
3180,1,222.545,-233.195
3180,2,422.791,488.688
3180,3,-135.624,289.242
3190,0,-265.712,-155.394
3190,1,223.303,-234.051
3190,2,424.085,490.177
3190,3,-136.152,290.183
3200,0,-266.632,-155.947
3200,1,224.061,-234.908
3200,2,425.379,491.666
3200,3,-136.679,291.125
3210,0,-267.552,-156.501
3210,1,224.819,-235.765
3210,2,426.674,493.156
3210,3,-137.207,292.066
3220,0,-268.472,-157.054
3220,1,225.577,-236.622
3220,2,427.968,494.645
3220,3,-137.735,293.008
3230,0,-269.392,-157.608
3230,1,226.335,-237.479
3230,2,429.262,496.134
3230,3,-138.262,293.95
3240,0,-270.313,-158.162
3240,1,227.093,-238.336
3240,2,430.557,497.624
3240,3,-138.79,294.892
3250,0,-271.233,-158.716
3250,1,227.851,-239.193
3250,2,431.851,499.114
3250,3,-139.318,295.834
3260,0,-272.154,-159.27
3260,1,228.61,-240.05
3260,2,433.145,500.603
3260,3,-139.846,296.776
3270,0,-273.075,-159.824
3270,1,229.368,-240.907
3270,2,434.44,502.093
3270,3,-140.373,297.719
3280,0,-273.995,-160.377
3280,1,230.127,-241.764
3280,2,435.735,503.582
3280,3,-140.901,298.661
3290,0,-274.916,-160.931
3290,1,230.885,-242.622
3290,2,437.029,505.072
3290,3,-141.429,299.603
3300,0,-275.837,-161.485
3300,1,231.644,-243.479
3300,2,438.324,506.562
3300,3,-141.957,300.546
3310,0,-276.758,-162.04
3310,1,232.403,-244.336
3310,2,439.619,508.052
3310,3,-142.485,301.489
3320,0,-277.679,-162.594
3320,1,233.162,-245.194
3320,2,440.913,509.542
3320,3,-143.013,302.432
3330,0,-278.6,-163.148
3330,1,233.921,-246.051
3330,2,442.208,511.032
3330,3,-143.541,303.374
3340,0,-279.522,-163.702
3340,1,234.68,-246.909
3340,2,443.503,512.522
3340,3,-144.069,304.317
3350,0,-280.443,-164.256
3350,1,235.439,-247.766
3350,2,444.798,514.012
3350,3,-144.597,305.261
3360,0,-281.364,-164.811
3360,1,236.198,-248.624
3360,2,446.093,515.502
3360,3,-145.125,306.204
3370,0,-282.286,-165.365
3370,1,236.957,-249.482
3370,2,447.388,516.992
3370,3,-145.653,307.147
3380,0,-283.208,-165.919
3380,1,237.717,-250.339
3380,2,448.683,518.482
3380,3,-146.181,308.09
3390,0,-284.129,-166.474
3390,1,238.476,-251.197
3390,2,449.978,519.973
3390,3,-146.709,309.034
3400,0,-285.051,-167.028
3400,1,239.236,-252.055
3400,2,451.273,521.463
3400,3,-147.238,309.977
3410,0,-285.973,-167.583
3410,1,239.995,-252.913
3410,2,452.569,522.953
3410,3,-147.766,310.921
3420,0,-286.895,-168.137
3420,1,240.755,-253.771
3420,2,453.864,524.444
3420,3,-148.294,311.865
3430,0,-287.817,-168.692
3430,1,241.515,-254.629
3430,2,455.159,525.934
3430,3,-148.822,312.809
3440,0,-288.739,-169.247
3440,1,242.274,-255.487
3440,2,456.455,527.424
3440,3,-149.351,313.753
3450,0,-289.661,-169.801
3450,1,243.034,-256.345
3450,2,457.75,528.915
3450,3,-149.879,314.697
3460,0,-290.583,-170.356
3460,1,243.794,-257.203
3460,2,459.045,530.406
3460,3,-150.407,315.641
3470,0,-291.506,-170.911
3470,1,244.554,-258.061
3470,2,460.341,531.896
3470,3,-150.936,316.585
3480,0,-292.428,-171.466
3480,1,245.314,-258.919
3480,2,461.637,533.387
3480,3,-151.464,317.529
3490,0,-293.351,-172.02
3490,1,246.074,-259.777
3490,2,462.932,534.878
3490,3,-151.993,318.474
3500,0,-294.273,-172.575
3500,1,246.835,-260.636
3500,2,464.228,536.368
3500,3,-152.521,319.418
3510,0,-295.196,-173.13
3510,1,247.595,-261.494
3510,2,465.523,537.859
3510,3,-153.049,320.363
3520,0,-296.119,-173.685
3520,1,248.355,-262.352
3520,2,466.819,539.35
3520,3,-153.578,321.307
3530,0,-297.041,-174.24
3530,1,249.116,-263.211
3530,2,468.115,540.841
3530,3,-154.107,322.252
3540,0,-297.964,-174.795
3540,1,249.876,-264.069
3540,2,469.411,542.332
3540,3,-154.635,323.197
3550,0,-298.887,-175.35
3550,1,250.637,-264.928
3550,2,470.707,543.823
3550,3,-155.164,324.142
3560,0,-299.81,-175.905
3560,1,251.397,-265.786
3560,2,472.002,545.314
3560,3,-155.692,325.087
3570,0,-300.733,-176.461
3570,1,252.158,-266.645
3570,2,473.298,546.805
3570,3,-156.221,326.032
3580,0,-301.656,-177.016
3580,1,252.919,-267.504
3580,2,474.594,548.296
3580,3,-156.75,326.977
3590,0,-302.58,-177.571
3590,1,253.68,-268.362
3590,2,475.89,549.787
3590,3,-157.278,327.922
3600,0,-303.503,-178.126
3600,1,254.441,-269.221
3600,2,477.186,551.278
3600,3,-157.807,328.868
3610,0,-304.426,-178.682
3610,1,255.202,-270.08
3610,2,478.482,552.77
3610,3,-158.336,329.813
3620,0,-305.35,-179.237
3620,1,255.963,-270.939
3620,2,479.779,554.261
3620,3,-158.865,330.759
3630,0,-306.273,-179.792
3630,1,256.724,-271.798
3630,2,481.075,555.752
3630,3,-159.393,331.704
3640,0,-307.197,-180.348
3640,1,257.485,-272.657
3640,2,482.371,557.244
3640,3,-159.922,332.65
3650,0,-308.12,-180.903
3650,1,258.246,-273.516
3650,2,483.667,558.735
3650,3,-160.451,333.596
3660,0,-309.044,-181.459
3660,1,259.008,-274.375
3660,2,484.964,560.226
3660,3,-160.98,334.541
3670,0,-309.968,-182.014
3670,1,259.769,-275.234
3670,2,486.26,561.718
3670,3,-161.509,335.487
3680,0,-310.892,-182.57
3680,1,260.53,-276.093
3680,2,487.556,563.209
3680,3,-162.038,336.433
3690,0,-311.816,-183.125
3690,1,261.292,-276.952
3690,2,488.853,564.701
3690,3,-162.567,337.379
3700,0,-312.74,-183.681
3700,1,262.053,-277.811
3700,2,490.149,566.193
3700,3,-163.096,338.326
3710,0,-313.664,-184.237
3710,1,262.815,-278.67
3710,2,491.446,567.684
3710,3,-163.625,339.272
3720,0,-314.588,-184.792
3720,1,263.577,-279.529
3720,2,492.742,569.176
3720,3,-164.154,340.218
3730,0,-315.512,-185.348
3730,1,264.338,-280.389
3730,2,494.039,570.668
3730,3,-164.683,341.165
3740,0,-316.436,-185.904
3740,1,265.1,-281.248
3740,2,495.336,572.16
3740,3,-165.212,342.111
3750,0,-317.361,-186.46
3750,1,265.862,-282.107
3750,2,496.632,573.651
3750,3,-165.741,343.058
3760,0,-318.285,-187.015
3760,1,266.624,-282.967
3760,2,497.929,575.143
3760,3,-166.27,344.004
3770,0,-319.21,-187.571
3770,1,267.386,-283.826
3770,2,499.226,576.635
3770,3,-166.799,344.951
3780,0,-320.134,-188.127
3780,1,268.148,-284.686
3780,2,500.522,578.127
3780,3,-167.328,345.898
3790,0,-321.059,-188.683
3790,1,268.91,-285.545
3790,2,501.819,579.619
3790,3,-167.857,346.844
3800,0,-321.983,-189.239
3800,1,269.672,-286.405
3800,2,503.116,581.111
3800,3,-168.387,347.791
3810,0,-322.908,-189.795
3810,1,270.435,-287.265
3810,2,504.413,582.603
3810,3,-168.916,348.738
3820,0,-323.833,-190.351
3820,1,271.197,-288.124
3820,2,505.71,584.095
3820,3,-169.445,349.685
3830,0,-324.758,-190.907
3830,1,271.959,-288.984
3830,2,507.007,585.587
3830,3,-169.974,350.633
3840,0,-325.683,-191.463
3840,1,272.722,-289.844
3840,2,508.304,587.079
3840,3,-170.503,351.58
3850,0,-326.607,-192.02
3850,1,273.484,-290.703
3850,2,509.601,588.572
3850,3,-171.033,352.527
3860,0,-327.533,-192.576
3860,1,274.247,-291.563
3860,2,510.898,590.064
3860,3,-171.562,353.474
3870,0,-328.458,-193.132
3870,1,275.009,-292.423
3870,2,512.195,591.556
3870,3,-172.091,354.422
3880,0,-329.383,-193.688
3880,1,275.772,-293.283
3880,2,513.492,593.048
3880,3,-172.621,355.369
3890,0,-330.308,-194.245
3890,1,276.534,-294.143
3890,2,514.789,594.541
3890,3,-173.15,356.317
3900,0,-331.233,-194.801
3900,1,277.297,-295.003
3900,2,516.087,596.033
3900,3,-173.68,357.265
3910,0,-332.159,-195.357
3910,1,278.06,-295.863
3910,2,517.384,597.525
3910,3,-174.209,358.212
3920,0,-333.084,-195.914
3920,1,278.823,-296.723
3920,2,518.681,599.018
3920,3,-174.739,359.16
3930,0,-334.009,-196.47
3930,1,279.586,-297.583
3930,2,519.978,600.51
3930,3,-175.268,360.108
3940,0,-334.935,-197.026
3940,1,280.349,-298.443
3940,2,521.276,602.003
3940,3,-175.797,361.056
3950,0,-335.86,-197.583
3950,1,281.112,-299.303
3950,2,522.573,603.495
3950,3,-176.327,362.004
3960,0,-336.786,-198.139
3960,1,281.875,-300.163
3960,2,523.871,604.988
3960,3,-176.857,362.952
3970,0,-337.712,-198.696
3970,1,282.638,-301.023
3970,2,525.168,606.481
3970,3,-177.386,363.9
3980,0,-338.638,-199.252
3980,1,283.401,-301.884
3980,2,526.466,607.973
3980,3,-177.916,364.848
3990,0,-339.563,-199.809
3990,1,284.164,-302.744
3990,2,527.763,609.466
3990,3,-178.445,365.796
4000,0,-340.489,-200.366
4000,1,284.928,-303.604
4000,2,529.061,610.959
4000,3,-178.975,366.745
4010,0,-341.415,-200.922
4010,1,285.691,-304.464
4010,2,530.358,612.451
4010,3,-179.505,367.693
4020,0,-342.341,-201.479
4020,1,286.454,-305.325
4020,2,531.656,613.944
4020,3,-180.034,368.642
4030,0,-343.267,-202.036
4030,1,287.218,-306.185
4030,2,532.954,615.437
4030,3,-180.564,369.59
4040,0,-344.193,-202.592
4040,1,287.981,-307.046
4040,2,534.251,616.93
4040,3,-181.094,370.539
4050,0,-345.119,-203.149
4050,1,288.745,-307.906
4050,2,535.549,618.423
4050,3,-181.623,371.487
4060,0,-346.046,-203.706
4060,1,289.508,-308.767
4060,2,536.847,619.916
4060,3,-182.153,372.436
4070,0,-346.972,-204.263
4070,1,290.272,-309.627
4070,2,538.145,621.409
4070,3,-182.683,373.385
4080,0,-347.898,-204.82
4080,1,291.036,-310.488
4080,2,539.442,622.902
4080,3,-183.213,374.334
4090,0,-348.824,-205.377
4090,1,291.799,-311.348
4090,2,540.74,624.395
4090,3,-183.742,375.283
4100,0,-349.751,-205.933
4100,1,292.563,-312.209
4100,2,542.038,625.888
4100,3,-184.272,376.232
4110,0,-350.677,-206.49
4110,1,293.327,-313.07
4110,2,543.336,627.381
4110,3,-184.802,377.181
4120,0,-351.604,-207.047
4120,1,294.091,-313.93
4120,2,544.634,628.874
4120,3,-185.332,378.13
4130,0,-352.53,-207.604
4130,1,294.855,-314.791
4130,2,545.932,630.367
4130,3,-185.862,379.079
4140,0,-353.457,-208.161
4140,1,295.619,-315.652
4140,2,547.23,631.86
4140,3,-186.392,380.028
4150,0,-354.384,-208.718
4150,1,296.383,-316.513
4150,2,548.528,633.353
4150,3,-186.922,380.978
4160,0,-355.311,-209.276
4160,1,297.147,-317.374
4160,2,549.826,634.847
4160,3,-187.451,381.927
4170,0,-356.237,-209.833
4170,1,297.911,-318.234
4170,2,551.124,636.34
4170,3,-187.981,382.876
4180,0,-357.164,-210.39
4180,1,298.675,-319.095
4180,2,552.422,637.833
4180,3,-188.511,383.826
4190,0,-358.091,-210.947
4190,1,299.44,-319.956
4190,2,553.721,639.327
4190,3,-189.041,384.775
4200,0,-359.018,-211.504
4200,1,300.204,-320.817
4200,2,555.019,640.82
4200,3,-189.571,385.725
4210,0,-359.945,-212.061
4210,1,300.968,-321.678
4210,2,556.317,642.313
4210,3,-190.101,386.675
4220,0,-360.872,-212.619
4220,1,301.733,-322.539
4220,2,557.615,643.807
4220,3,-190.631,387.624
4230,0,-361.799,-213.176
4230,1,302.497,-323.4
4230,2,558.914,645.3
4230,3,-191.161,388.574
4240,0,-362.726,-213.733
4240,1,303.262,-324.261
4240,2,560.212,646.794
4240,3,-191.692,389.524
4250,0,-363.653,-214.29
4250,1,304.026,-325.123
4250,2,561.51,648.287
4250,3,-192.222,390.474
4260,0,-364.581,-214.848
4260,1,304.791,-325.984
4260,2,562.809,649.781
4260,3,-192.752,391.424
4270,0,-365.508,-215.405
4270,1,305.555,-326.845
4270,2,564.107,651.274
4270,3,-193.282,392.374
4280,0,-366.435,-215.963
4280,1,306.32,-327.706
4280,2,565.406,652.768
4280,3,-193.812,393.324
4290,0,-367.363,-216.52
4290,1,307.085,-328.567
4290,2,566.704,654.262
4290,3,-194.342,394.274
4300,0,-368.29,-217.077
4300,1,307.849,-329.429
4300,2,568.002,655.755
4300,3,-194.872,395.224
4310,0,-369.218,-217.635
4310,1,308.614,-330.29
4310,2,569.301,657.249
4310,3,-195.403,396.174
4320,0,-370.145,-218.192
4320,1,309.379,-331.151
4320,2,570.6,658.743
4320,3,-195.933,397.125
4330,0,-371.073,-218.75
4330,1,310.144,-332.013
4330,2,571.898,660.237
4330,3,-196.463,398.075
4340,0,-372,-219.308
4340,1,310.909,-332.874
4340,2,573.197,661.73
4340,3,-196.993,399.025
4350,0,-372.928,-219.865
4350,1,311.674,-333.735
4350,2,574.495,663.224
4350,3,-197.524,399.976
4360,0,-373.856,-220.423
4360,1,312.439,-334.597
4360,2,575.794,664.718
4360,3,-198.054,400.926
4370,0,-374.784,-220.98
4370,1,313.204,-335.458
4370,2,577.093,666.212
4370,3,-198.584,401.877
4380,0,-375.711,-221.538
4380,1,313.969,-336.32
4380,2,578.392,667.706
4380,3,-199.114,402.828
4390,0,-376.639,-222.096
4390,1,314.734,-337.181
4390,2,579.69,669.2
4390,3,-199.645,403.778
4400,0,-377.567,-222.653
4400,1,315.499,-338.043
4400,2,580.989,670.694
4400,3,-200.175,404.729
4410,0,-378.495,-223.211
4410,1,316.265,-338.905
4410,2,582.288,672.188
4410,3,-200.706,405.68
4420,0,-379.423,-223.769
4420,1,317.03,-339.766
4420,2,583.587,673.682
4420,3,-201.236,406.631
4430,0,-380.351,-224.327
4430,1,317.795,-340.628
4430,2,584.886,675.176
4430,3,-201.766,407.582
4440,0,-381.279,-224.885
4440,1,318.561,-341.49
4440,2,586.185,676.67
4440,3,-202.297,408.533
4450,0,-382.208,-225.442
4450,1,319.326,-342.351
4450,2,587.483,678.164
4450,3,-202.827,409.484
4460,0,-383.136,-226
4460,1,320.091,-343.213
4460,2,588.782,679.658
4460,3,-203.358,410.435
4470,0,-384.064,-226.558
4470,1,320.857,-344.075
4470,2,590.081,681.152
4470,3,-203.888,411.386
4480,0,-384.992,-227.116
4480,1,321.622,-344.937
4480,2,591.38,682.646
4480,3,-204.419,412.337
4490,0,-385.921,-227.674
4490,1,322.388,-345.798
4490,2,592.679,684.14
4490,3,-204.949,413.288
4500,0,-386.849,-228.232
4500,1,323.154,-346.66
4500,2,593.978,685.635
4500,3,-205.48,414.239
4510,0,-387.777,-228.79
4510,1,323.919,-347.522
4510,2,595.278,687.129
4510,3,-206.01,415.191
4520,0,-388.706,-229.348
4520,1,324.685,-348.384
4520,2,596.577,688.623
4520,3,-206.541,416.142
4530,0,-389.634,-229.906
4530,1,325.451,-349.246
4530,2,597.876,690.118
4530,3,-207.071,417.093
4540,0,-390.563,-230.464
4540,1,326.217,-350.108
4540,2,599.175,691.612
4540,3,-207.602,418.045
4550,0,-391.491,-231.022
4550,1,326.982,-350.97
4550,2,600.474,693.106
4550,3,-208.132,418.996
4560,0,-392.42,-231.58
4560,1,327.748,-351.832
4560,2,601.773,694.601
4560,3,-208.663,419.948
4570,0,-393.349,-232.138
4570,1,328.514,-352.694
4570,2,603.073,696.095
4570,3,-209.194,420.9
4580,0,-394.278,-232.696
4580,1,329.28,-353.556
4580,2,604.372,697.59
4580,3,-209.724,421.851
4590,0,-395.206,-233.254
4590,1,330.046,-354.418
4590,2,605.671,699.084
4590,3,-210.255,422.803
4600,0,-396.135,-233.813
4600,1,330.812,-355.28
4600,2,606.97,700.579
4600,3,-210.786,423.755
4610,0,-397.064,-234.371
4610,1,331.578,-356.142
4610,2,608.27,702.073
4610,3,-211.316,424.707
4620,0,-397.993,-234.929
4620,1,332.344,-357.004
4620,2,609.569,703.568
4620,3,-211.847,425.659
4630,0,-398.922,-235.487
4630,1,333.11,-357.867
4630,2,610.869,705.062
4630,3,-212.378,426.611
4640,0,-399.851,-236.046
4640,1,333.876,-358.729
4640,2,612.168,706.557
4640,3,-212.908,427.562
4650,0,-400.78,-236.604
4650,1,334.643,-359.591
4650,2,613.467,708.051
4650,3,-213.439,428.515
4660,0,-401.709,-237.162
4660,1,335.409,-360.453
4660,2,614.767,709.546
4660,3,-213.97,429.467
4670,0,-402.638,-237.721
4670,1,336.175,-361.316
4670,2,616.066,711.041
4670,3,-214.501,430.419
4680,0,-403.567,-238.279
4680,1,336.942,-362.178
4680,2,617.366,712.535
4680,3,-215.032,431.371
4690,0,-404.496,-238.837
4690,1,337.708,-363.04
4690,2,618.665,714.03
4690,3,-215.562,432.323
4700,0,-405.425,-239.396
4700,1,338.474,-363.903
4700,2,619.965,715.525
4700,3,-216.093,433.275
4710,0,-406.355,-239.954
4710,1,339.241,-364.765
4710,2,621.265,717.02
4710,3,-216.624,434.228
4720,0,-407.284,-240.513
4720,1,340.007,-365.627
4720,2,622.564,718.514
4720,3,-217.155,435.18
4730,0,-408.213,-241.071
4730,1,340.774,-366.49
4730,2,623.864,720.009
4730,3,-217.686,436.132
4740,0,-409.143,-241.629
4740,1,341.54,-367.352
4740,2,625.164,721.504
4740,3,-218.217,437.085
4750,0,-410.072,-242.188
4750,1,342.307,-368.215
4750,2,626.463,722.999
4750,3,-218.748,438.037
4760,0,-411.002,-242.747
4760,1,343.073,-369.077
4760,2,627.763,724.494
4760,3,-219.278,438.99
4770,0,-411.931,-243.305
4770,1,343.84,-369.94
4770,2,629.063,725.989
4770,3,-219.809,439.943
4780,0,-412.861,-243.864
4780,1,344.607,-370.802
4780,2,630.362,727.484
4780,3,-220.34,440.895
4790,0,-413.79,-244.422
4790,1,345.374,-371.665
4790,2,631.662,728.979
4790,3,-220.871,441.848
4800,0,-414.72,-244.981
4800,1,346.14,-372.528
4800,2,632.962,730.474
4800,3,-221.402,442.801
4810,0,-415.65,-245.539
4810,1,346.907,-373.39
4810,2,634.262,731.969
4810,3,-221.933,443.753
4820,0,-416.579,-246.098
4820,1,347.674,-374.253
4820,2,635.562,733.464
4820,3,-222.464,444.706
4830,0,-417.509,-246.657
4830,1,348.441,-375.116
4830,2,636.862,734.959
4830,3,-222.995,445.659
4840,0,-418.439,-247.215
4840,1,349.208,-375.978
4840,2,638.161,736.454
4840,3,-223.526,446.612
4850,0,-419.369,-247.774
4850,1,349.975,-376.841
4850,2,639.461,737.949
4850,3,-224.057,447.565
4860,0,-420.298,-248.333
4860,1,350.742,-377.704
4860,2,640.761,739.444
4860,3,-224.588,448.518
4870,0,-421.228,-248.892
4870,1,351.509,-378.566
4870,2,642.061,740.939
4870,3,-225.119,449.471
4880,0,-422.158,-249.45
4880,1,352.276,-379.429
4880,2,643.361,742.434
4880,3,-225.65,450.424
4890,0,-423.088,-250.009
4890,1,353.043,-380.292
4890,2,644.661,743.93
4890,3,-226.182,451.377
4900,0,-424.018,-250.568
